job_id,job_title,company_name,location,employment_type,experience_level,department,salary_range,job_description,responsibilities,requirements,preferred_qualifications,required_skills,preferred_skills,status
JD-585776,Senior UI Designer,CloudNova Technologies,"Gurgaon, India",Full-time,Mid Level,Design,?6–12 LPA,This position contributes to performance optimization and feature delivery.,"• Develop and maintain application features
• Collaborate with cross-functional teams
• Participate in code reviews
• Ensure performance and reliability","Hands-on experience with Figma, Design Ops Specialist, Workflow Optimization",Bachelor’s degree in a relevant technical discipline; 2–5 years of professional experience in a similar role; experience working in Agile development environments,Figma; Design Ops Specialist; Workflow Optimization; Tooling Strategy,Additional role-relevant tools,Active
JD-752657,Senior UI Designer,NextGen Software Labs,"Pune, India",Full-time,Senior Level,Design,?12–22 LPA,This role focuses on developing and maintaining scalable Senior UI Designer solutions for real-world applications.,"• Design and implement complex features
• Review code and guide junior developers
• Ensure scalability and performance
• Collaborate with product and architecture teams","Hands-on experience with Figma, Design Ops Specialist, Workflow Optimization",Bachelor’s or Master’s degree in a relevant field; 5+ years of industry experience; experience owning modules and mentoring junior team members,Figma; Design Ops Specialist; Workflow Optimization; Tooling Strategy,Additional role-relevant tools,Active
JD-179689,Senior UI Designer,Capgemini India,"Gurgaon, India",Contract,Lead / Architect,Design,?22–40 LPA,The position contributes to scalable and production-ready software development.,"• Define system architecture and design decisions
• Lead technical discussions and reviews
• Mentor engineering teams
• Ensure long-term scalability and maintainability","Hands-on experience with Figma, Design Ops Specialist, Workflow Optimization",Bachelor’s or Master’s degree in a relevant field; 8+ years of professional experience; demonstrated leadership and architectural decision-making experience,Figma; Design Ops Specialist; Workflow Optimization; Tooling Strategy,Additional role-relevant tools,Active
JD-777702,UI Designer (Fresher),CloudNova Technologies,"Chennai, India",Contract,Entry Level,Design,?3–6 LPA,"The position involves contributing to feature development, enhancements, and system stability.","• Assist in development and testing of application components
• Collaborate with senior developers and QA teams
• Follow coding standards and best practices
• Participate in sprint meetings and reviews","Hands-on experience with Figma, High-fidelity Prototyping, Visual Design","Bachelor’s degree in Computer Science, Engineering, or a related field; relevant academic projects or internship experience; strong willingness to learn and adapt",Figma; High-fidelity Prototyping; Visual Design; Design Systems,Responsive Design,Active
JD-859013,UI Designer (Fresher),TCS,"Mumbai, India",Full-time,Mid Level,Design,?6–12 LPA,This role focuses on developing and maintaining scalable UI Designer (Fresher) solutions for real-world applications.,"• Develop and maintain application features
• Collaborate with cross-functional teams
• Participate in code reviews
• Ensure performance and reliability","Hands-on experience with Figma, High-fidelity Prototyping, Visual Design",Bachelor’s degree in a relevant technical discipline; 2–5 years of professional experience in a similar role; experience working in Agile development environments,Figma; High-fidelity Prototyping; Visual Design; Design Systems,Responsive Design,Active
JD-660393,UI Designer (Fresher),HCL Technologies,"Gurgaon, India",Full-time,Senior Level,Design,?12–22 LPA,"The position involves contributing to feature development, enhancements, and system stability.","• Design and implement complex features
• Review code and guide junior developers
• Ensure scalability and performance
• Collaborate with product and architecture teams","Hands-on experience with Figma, High-fidelity Prototyping, Visual Design",Bachelor’s or Master’s degree in a relevant field; 5+ years of industry experience; experience owning modules and mentoring junior team members,Figma; High-fidelity Prototyping; Visual Design; Design Systems,Responsive Design,Active
JD-187774,UI Designer (Fresher),Wipro,"Noida, India",Full-time,Lead / Architect,Design,?22–40 LPA,"The position involves contributing to feature development, enhancements, and system stability.","• Define system architecture and design decisions
• Lead technical discussions and reviews
• Mentor engineering teams
• Ensure long-term scalability and maintainability","Hands-on experience with Figma, High-fidelity Prototyping, Visual Design",Bachelor’s or Master’s degree in a relevant field; 8+ years of professional experience; demonstrated leadership and architectural decision-making experience,Figma; High-fidelity Prototyping; Visual Design; Design Systems,Responsive Design,Not Active
JD-281294,Senior UI Designer,TCS,"Pune, India",Contract,Entry Level,Design,?3–6 LPA,This role supports long-term platform evolution and stability.,"• Assist in development and testing of application components
• Collaborate with senior developers and QA teams
• Follow coding standards and best practices
• Participate in sprint meetings and reviews","Hands-on experience with Figma, Product Vision, Design Strategy","Bachelor’s degree in Computer Science, Engineering, or a related field; relevant academic projects or internship experience; strong willingness to learn and adapt",Figma; Product Vision; Design Strategy; Mentorship,Stakeholder Mgmt; Lead,Active
JD-218124,Senior UI Designer,NextGen Software Labs,"Pune, India",Full-time,Mid Level,Design,?6–12 LPA,This position contributes to performance optimization and feature delivery.,"• Develop and maintain application features
• Collaborate with cross-functional teams
• Participate in code reviews
• Ensure performance and reliability","Hands-on experience with Figma, Product Vision, Design Strategy",Bachelor’s degree in a relevant technical discipline; 2–5 years of professional experience in a similar role; experience working in Agile development environments,Figma; Product Vision; Design Strategy; Mentorship,Stakeholder Mgmt; Lead,Active
JD-661811,Senior UI Designer,Freshworks,"Hyderabad, India",Contract,Senior Level,Design,?12–22 LPA,This role focuses on developing and maintaining scalable Senior UI Designer solutions for real-world applications.,"• Design and implement complex features
• Review code and guide junior developers
• Ensure scalability and performance
• Collaborate with product and architecture teams","Hands-on experience with Figma, Product Vision, Design Strategy",Bachelor’s or Master’s degree in a relevant field; 5+ years of industry experience; experience owning modules and mentoring junior team members,Figma; Product Vision; Design Strategy; Mentorship,Stakeholder Mgmt; Lead,Active
JD-711161,Senior UI Designer,TCS,"Chennai, India",Contract,Lead / Architect,Design,?22–40 LPA,This position plays a key role in building reliable and maintainable technical solutions.,"• Define system architecture and design decisions
• Lead technical discussions and reviews
• Mentor engineering teams
• Ensure long-term scalability and maintainability","Hands-on experience with Figma, Product Vision, Design Strategy",Bachelor’s or Master’s degree in a relevant field; 8+ years of professional experience; demonstrated leadership and architectural decision-making experience,Figma; Product Vision; Design Strategy; Mentorship,Stakeholder Mgmt; Lead,Active
JD-161328,Mid-Level UI Designer,Zoho Corporation,"Pune, India",Contract,Entry Level,Design,?3–6 LPA,This role supports continuous improvement of applications within the Mid-Level UI Designer domain.,"• Assist in development and testing of application components
• Collaborate with senior developers and QA teams
• Follow coding standards and best practices
• Participate in sprint meetings and reviews","Hands-on experience with Adobe XD, Motion Design, Lottie Files","Bachelor’s degree in Computer Science, Engineering, or a related field; relevant academic projects or internship experience; strong willingness to learn and adapt",Adobe XD; Motion Design; Lottie Files; Prototyping,Interaction Design,Active
JD-806445,Mid-Level UI Designer,Infosys,"Bengaluru, India",Contract,Mid Level,Design,?6–12 LPA,This role supports continuous improvement of applications within the Mid-Level UI Designer domain.,"• Develop and maintain application features
• Collaborate with cross-functional teams
• Participate in code reviews
• Ensure performance and reliability","Hands-on experience with Adobe XD, Motion Design, Lottie Files",Bachelor’s degree in a relevant technical discipline; 2–5 years of professional experience in a similar role; experience working in Agile development environments,Adobe XD; Motion Design; Lottie Files; Prototyping,Interaction Design,Active
JD-626884,Mid-Level UI Designer,Freshworks,"Hyderabad, India",Contract,Senior Level,Design,?12–22 LPA,The candidate will collaborate with cross-functional teams to deliver high-quality software.,"• Design and implement complex features
• Review code and guide junior developers
• Ensure scalability and performance
• Collaborate with product and architecture teams","Hands-on experience with Adobe XD, Motion Design, Lottie Files",Bachelor’s or Master’s degree in a relevant field; 5+ years of industry experience; experience owning modules and mentoring junior team members,Adobe XD; Motion Design; Lottie Files; Prototyping,Interaction Design,Active
JD-646078,Mid-Level UI Designer,Capgemini India,"Noida, India",Contract,Lead / Architect,Design,?22–40 LPA,This position contributes to performance optimization and feature delivery.,"• Define system architecture and design decisions
• Lead technical discussions and reviews
• Mentor engineering teams
• Ensure long-term scalability and maintainability","Hands-on experience with Adobe XD, Motion Design, Lottie Files",Bachelor’s or Master’s degree in a relevant field; 8+ years of professional experience; demonstrated leadership and architectural decision-making experience,Adobe XD; Motion Design; Lottie Files; Prototyping,Interaction Design,Active
JD-518691,Lead UI Designer,NextGen Software Labs,"Pune, India",Full-time,Entry Level,Design,?3–6 LPA,The position contributes to scalable and production-ready software development.,"• Assist in development and testing of application components
• Collaborate with senior developers and QA teams
• Follow coding standards and best practices
• Participate in sprint meetings and reviews","Hands-on experience with Creative Direction, Roadmap, Sprint Planning","Bachelor’s degree in Computer Science, Engineering, or a related field; relevant academic projects or internship experience; strong willingness to learn and adapt",Creative Direction; Roadmap; Sprint Planning; Hiring,Performance Mgmt,Active
JD-235582,Lead UI Designer,HCL Technologies,"Pune, India",Full-time,Mid Level,Design,?6–12 LPA,"The position involves contributing to feature development, enhancements, and system stability.","• Develop and maintain application features
• Collaborate with cross-functional teams
• Participate in code reviews
• Ensure performance and reliability","Hands-on experience with Creative Direction, Roadmap, Sprint Planning",Bachelor’s degree in a relevant technical discipline; 2–5 years of professional experience in a similar role; experience working in Agile development environments,Creative Direction; Roadmap; Sprint Planning; Hiring,Performance Mgmt,Active
JD-849584,Lead UI Designer,Zoho Corporation,"Noida, India",Full-time,Senior Level,Design,?12–22 LPA,This role supports continuous improvement of applications within the Lead UI Designer domain.,"• Design and implement complex features
• Review code and guide junior developers
• Ensure scalability and performance
• Collaborate with product and architecture teams","Hands-on experience with Creative Direction, Roadmap, Sprint Planning",Bachelor’s or Master’s degree in a relevant field; 5+ years of industry experience; experience owning modules and mentoring junior team members,Creative Direction; Roadmap; Sprint Planning; Hiring,Performance Mgmt,Active
JD-291912,Lead UI Designer,Infosys,"Pune, India",Full-time,Lead / Architect,Design,?22–40 LPA,This role focuses on developing and maintaining scalable Lead UI Designer solutions for real-world applications.,"• Define system architecture and design decisions
• Lead technical discussions and reviews
• Mentor engineering teams
• Ensure long-term scalability and maintainability","Hands-on experience with Creative Direction, Roadmap, Sprint Planning",Bachelor’s or Master’s degree in a relevant field; 8+ years of professional experience; demonstrated leadership and architectural decision-making experience,Creative Direction; Roadmap; Sprint Planning; Hiring,Performance Mgmt,Active
JD-741449,Junior UI Designer,Accenture India,"Chennai, India",Full-time,Entry Level,Design,?3–6 LPA,"The position involves contributing to feature development, enhancements, and system stability.","• Assist in development and testing of application components
• Collaborate with senior developers and QA teams
• Follow coding standards and best practices
• Participate in sprint meetings and reviews","Hands-on experience with Adobe Creative Suite, Visual Hierarchy, Layout Grids","Bachelor’s degree in Computer Science, Engineering, or a related field; relevant academic projects or internship experience; strong willingness to learn and adapt",Adobe Creative Suite; Visual Hierarchy; Layout Grids; Interactive Components,Additional role-relevant tools,Active
JD-609185,Junior UI Designer,Flipkart,"Chennai, India",Full-time,Mid Level,Design,?6–12 LPA,"The position involves contributing to feature development, enhancements, and system stability.","• Develop and maintain application features
• Collaborate with cross-functional teams
• Participate in code reviews
• Ensure performance and reliability","Hands-on experience with Adobe Creative Suite, Visual Hierarchy, Layout Grids",Bachelor’s degree in a relevant technical discipline; 2–5 years of professional experience in a similar role; experience working in Agile development environments,Adobe Creative Suite; Visual Hierarchy; Layout Grids; Interactive Components,Additional role-relevant tools,Active
JD-744871,Junior UI Designer,Freshworks,"Mumbai, India",Contract,Senior Level,Design,?12–22 LPA,The position contributes to scalable and production-ready software development.,"• Design and implement complex features
• Review code and guide junior developers
• Ensure scalability and performance
• Collaborate with product and architecture teams","Hands-on experience with Adobe Creative Suite, Visual Hierarchy, Layout Grids",Bachelor’s or Master’s degree in a relevant field; 5+ years of industry experience; experience owning modules and mentoring junior team members,Adobe Creative Suite; Visual Hierarchy; Layout Grids; Interactive Components,Additional role-relevant tools,Active
JD-742741,Junior UI Designer,Accenture India,"Chennai, India",Full-time,Lead / Architect,Design,?22–40 LPA,This role supports continuous improvement of applications within the Junior UI Designer domain.,"• Define system architecture and design decisions
• Lead technical discussions and reviews
• Mentor engineering teams
• Ensure long-term scalability and maintainability","Hands-on experience with Adobe Creative Suite, Visual Hierarchy, Layout Grids",Bachelor’s or Master’s degree in a relevant field; 8+ years of professional experience; demonstrated leadership and architectural decision-making experience,Adobe Creative Suite; Visual Hierarchy; Layout Grids; Interactive Components,Additional role-relevant tools,Active
JD-308837,3D UI Designer,TCS,"Gurgaon, India",Full-time,Entry Level,Design,?3–6 LPA,This role focuses on developing and maintaining scalable 3D UI Designer solutions for real-world applications.,"• Assist in development and testing of application components
• Collaborate with senior developers and QA teams
• Follow coding standards and best practices
• Participate in sprint meetings and reviews","Hands-on experience with Spline, Three.js Basics, Blender","Bachelor’s degree in Computer Science, Engineering, or a related field; relevant academic projects or internship experience; strong willingness to learn and adapt",Spline; Three.js Basics; Blender; Interactive 3D,Figma; WebGL,Active
JD-552975,3D UI Designer,Zoho Corporation,"Hyderabad, India",Full-time,Mid Level,Design,?6–12 LPA,This role supports continuous improvement of applications within the 3D UI Designer domain.,"• Develop and maintain application features
• Collaborate with cross-functional teams
• Participate in code reviews
• Ensure performance and reliability","Hands-on experience with Spline, Three.js Basics, Blender",Bachelor’s degree in a relevant technical discipline; 2–5 years of professional experience in a similar role; experience working in Agile development environments,Spline; Three.js Basics; Blender; Interactive 3D,Figma; WebGL,Active
JD-165418,3D UI Designer,Infosys,"Pune, India",Full-time,Senior Level,Design,?12–22 LPA,This role supports continuous improvement of applications within the 3D UI Designer domain.,"• Design and implement complex features
• Review code and guide junior developers
• Ensure scalability and performance
• Collaborate with product and architecture teams","Hands-on experience with Spline, Three.js Basics, Blender",Bachelor’s or Master’s degree in a relevant field; 5+ years of industry experience; experience owning modules and mentoring junior team members,Spline; Three.js Basics; Blender; Interactive 3D,Figma; WebGL,Active
JD-302785,3D UI Designer,Flipkart,"Hyderabad, India",Full-time,Lead / Architect,Design,?22–40 LPA,"The position involves contributing to feature development, enhancements, and system stability.","• Define system architecture and design decisions
• Lead technical discussions and reviews
• Mentor engineering teams
• Ensure long-term scalability and maintainability","Hands-on experience with Spline, Three.js Basics, Blender",Bachelor’s or Master’s degree in a relevant field; 8+ years of professional experience; demonstrated leadership and architectural decision-making experience,Spline; Three.js Basics; Blender; Interactive 3D,Figma; WebGL,Active
JD-762499,Mid-Level UI Designer,Infosys,"Pune, India",Full-time,Entry Level,Design,?3–6 LPA,This position plays a key role in building reliable and maintainable technical solutions.,"• Assist in development and testing of application components
• Collaborate with senior developers and QA teams
• Follow coding standards and best practices
• Participate in sprint meetings and reviews","Hands-on experience with Figma, SaaS UI, Dashboard Design","Bachelor’s degree in Computer Science, Engineering, or a related field; relevant academic projects or internship experience; strong willingness to learn and adapt",Figma; SaaS UI; Dashboard Design; Data Visualization,Complex Workflows,Active
JD-655179,Mid-Level UI Designer,HCL Technologies,"Chennai, India",Full-time,Mid Level,Design,?6–12 LPA,The role involves working across development cycles from design to deployment.,"• Develop and maintain application features
• Collaborate with cross-functional teams
• Participate in code reviews
• Ensure performance and reliability","Hands-on experience with Figma, SaaS UI, Dashboard Design",Bachelor’s degree in a relevant technical discipline; 2–5 years of professional experience in a similar role; experience working in Agile development environments,Figma; SaaS UI; Dashboard Design; Data Visualization,Complex Workflows,Active
JD-269700,Mid-Level UI Designer,Zoho Corporation,"Noida, India",Full-time,Senior Level,Design,?12–22 LPA,The position contributes to scalable and production-ready software development.,"• Design and implement complex features
• Review code and guide junior developers
• Ensure scalability and performance
• Collaborate with product and architecture teams","Hands-on experience with Figma, SaaS UI, Dashboard Design",Bachelor’s or Master’s degree in a relevant field; 5+ years of industry experience; experience owning modules and mentoring junior team members,Figma; SaaS UI; Dashboard Design; Data Visualization,Complex Workflows,Active
JD-165481,Mid-Level UI Designer,Infosys,"Hyderabad, India",Contract,Lead / Architect,Design,?22–40 LPA,This role supports long-term platform evolution and stability.,"• Define system architecture and design decisions
• Lead technical discussions and reviews
• Mentor engineering teams
• Ensure long-term scalability and maintainability","Hands-on experience with Figma, SaaS UI, Dashboard Design",Bachelor’s or Master’s degree in a relevant field; 8+ years of professional experience; demonstrated leadership and architectural decision-making experience,Figma; SaaS UI; Dashboard Design; Data Visualization,Complex Workflows,Active
JD-271981,Mid-Level UI Designer,Freshworks,"Noida, India",Contract,Entry Level,Design,?3–6 LPA,The candidate will collaborate with cross-functional teams to deliver high-quality software.,"• Assist in development and testing of application components
• Collaborate with senior developers and QA teams
• Follow coding standards and best practices
• Participate in sprint meetings and reviews","Hands-on experience with Sketch, Abstract, Design System Management","Bachelor’s degree in Computer Science, Engineering, or a related field; relevant academic projects or internship experience; strong willingness to learn and adapt",Sketch; Abstract; Design System Management; Documentation,Scalable UI,Active
JD-285923,Mid-Level UI Designer,Flipkart,"Mumbai, India",Contract,Mid Level,Design,?6–12 LPA,The candidate will collaborate with cross-functional teams to deliver high-quality software.,"• Develop and maintain application features
• Collaborate with cross-functional teams
• Participate in code reviews
• Ensure performance and reliability","Hands-on experience with Sketch, Abstract, Design System Management",Bachelor’s degree in a relevant technical discipline; 2–5 years of professional experience in a similar role; experience working in Agile development environments,Sketch; Abstract; Design System Management; Documentation,Scalable UI,Active
JD-607146,Mid-Level UI Designer,Zoho Corporation,"Gurgaon, India",Full-time,Senior Level,Design,?12–22 LPA,This role supports long-term platform evolution and stability.,"• Design and implement complex features
• Review code and guide junior developers
• Ensure scalability and performance
• Collaborate with product and architecture teams","Hands-on experience with Sketch, Abstract, Design System Management",Bachelor’s or Master’s degree in a relevant field; 5+ years of industry experience; experience owning modules and mentoring junior team members,Sketch; Abstract; Design System Management; Documentation,Scalable UI,Active
JD-219584,Mid-Level UI Designer,CloudNova Technologies,"Chennai, India",Contract,Lead / Architect,Design,?22–40 LPA,This role supports continuous improvement of applications within the Mid-Level UI Designer domain.,"• Define system architecture and design decisions
• Lead technical discussions and reviews
• Mentor engineering teams
• Ensure long-term scalability and maintainability","Hands-on experience with Sketch, Abstract, Design System Management",Bachelor’s or Master’s degree in a relevant field; 8+ years of professional experience; demonstrated leadership and architectural decision-making experience,Sketch; Abstract; Design System Management; Documentation,Scalable UI,Active
JD-209843,Mid-Level UI Designer,HCL Technologies,"Hyderabad, India",Contract,Entry Level,Design,?3–6 LPA,"The position involves contributing to feature development, enhancements, and system stability.","• Assist in development and testing of application components
• Collaborate with senior developers and QA teams
• Follow coding standards and best practices
• Participate in sprint meetings and reviews","Hands-on experience with Figma, Gamification UI, Icon Sets","Bachelor’s degree in Computer Science, Engineering, or a related field; relevant academic projects or internship experience; strong willingness to learn and adapt",Figma; Gamification UI; Icon Sets; Custom Illustration,Visual Design,Active
JD-177998,Mid-Level UI Designer,HCL Technologies,"Mumbai, India",Full-time,Mid Level,Design,?6–12 LPA,The candidate will collaborate with cross-functional teams to deliver high-quality software.,"• Develop and maintain application features
• Collaborate with cross-functional teams
• Participate in code reviews
• Ensure performance and reliability","Hands-on experience with Figma, Gamification UI, Icon Sets",Bachelor’s degree in a relevant technical discipline; 2–5 years of professional experience in a similar role; experience working in Agile development environments,Figma; Gamification UI; Icon Sets; Custom Illustration,Visual Design,Not Active
JD-851720,Mid-Level UI Designer,Paytm,"Mumbai, India",Full-time,Senior Level,Design,?12–22 LPA,This role supports long-term platform evolution and stability.,"• Design and implement complex features
• Review code and guide junior developers
• Ensure scalability and performance
• Collaborate with product and architecture teams","Hands-on experience with Figma, Gamification UI, Icon Sets",Bachelor’s or Master’s degree in a relevant field; 5+ years of industry experience; experience owning modules and mentoring junior team members,Figma; Gamification UI; Icon Sets; Custom Illustration,Visual Design,Active
JD-866603,Mid-Level UI Designer,HCL Technologies,"Pune, India",Full-time,Lead / Architect,Design,?22–40 LPA,The candidate will help translate requirements into effective technical implementations.,"• Define system architecture and design decisions
• Lead technical discussions and reviews
• Mentor engineering teams
• Ensure long-term scalability and maintainability","Hands-on experience with Figma, Gamification UI, Icon Sets",Bachelor’s or Master’s degree in a relevant field; 8+ years of professional experience; demonstrated leadership and architectural decision-making experience,Figma; Gamification UI; Icon Sets; Custom Illustration,Visual Design,Active
JD-863701,UI Designer (Fresher),TCS,"Chennai, India",Contract,Entry Level,Design,?3–6 LPA,The role involves working across development cycles from design to deployment.,"• Assist in development and testing of application components
• Collaborate with senior developers and QA teams
• Follow coding standards and best practices
• Participate in sprint meetings and reviews","Hands-on experience with Adobe XD, Design Tokens, Icon Design","Bachelor’s degree in Computer Science, Engineering, or a related field; relevant academic projects or internship experience; strong willingness to learn and adapt",Adobe XD; Design Tokens; Icon Design; Accessibility Basics,Micro-interactions,Active
JD-901378,UI Designer (Fresher),NextGen Software Labs,"Gurgaon, India",Full-time,Mid Level,Design,?6–12 LPA,This position contributes to performance optimization and feature delivery.,"• Develop and maintain application features
• Collaborate with cross-functional teams
• Participate in code reviews
• Ensure performance and reliability","Hands-on experience with Adobe XD, Design Tokens, Icon Design",Bachelor’s degree in a relevant technical discipline; 2–5 years of professional experience in a similar role; experience working in Agile development environments,Adobe XD; Design Tokens; Icon Design; Accessibility Basics,Micro-interactions,Not Active
JD-605705,UI Designer (Fresher),Freshworks,"Hyderabad, India",Full-time,Senior Level,Design,?12–22 LPA,This role focuses on developing and maintaining scalable UI Designer (Fresher) solutions for real-world applications.,"• Design and implement complex features
• Review code and guide junior developers
• Ensure scalability and performance
• Collaborate with product and architecture teams","Hands-on experience with Adobe XD, Design Tokens, Icon Design",Bachelor’s or Master’s degree in a relevant field; 5+ years of industry experience; experience owning modules and mentoring junior team members,Adobe XD; Design Tokens; Icon Design; Accessibility Basics,Micro-interactions,Active
JD-759711,UI Designer (Fresher),NextGen Software Labs,"Pune, India",Full-time,Lead / Architect,Design,?22–40 LPA,This role focuses on developing and maintaining scalable UI Designer (Fresher) solutions for real-world applications.,"• Define system architecture and design decisions
• Lead technical discussions and reviews
• Mentor engineering teams
• Ensure long-term scalability and maintainability","Hands-on experience with Adobe XD, Design Tokens, Icon Design",Bachelor’s or Master’s degree in a relevant field; 8+ years of professional experience; demonstrated leadership and architectural decision-making experience,Adobe XD; Design Tokens; Icon Design; Accessibility Basics,Micro-interactions,Active
JD-664371,Interaction Designer,Flipkart,"Bengaluru, India",Contract,Entry Level,Engineering,?3–6 LPA,The candidate will collaborate with cross-functional teams to deliver high-quality software.,"• Assist in development and testing of application components
• Collaborate with senior developers and QA teams
• Follow coding standards and best practices
• Participate in sprint meetings and reviews","Hands-on experience with Motion Graphics, Micro-interactions, Figma","Bachelor’s degree in Computer Science, Engineering, or a related field; relevant academic projects or internship experience; strong willingness to learn and adapt",Motion Graphics; Micro-interactions; Figma; After Effects,Prototyping; JS,Active
JD-751343,Interaction Designer,Wipro,"Hyderabad, India",Contract,Mid Level,Engineering,?6–12 LPA,This position contributes to performance optimization and feature delivery.,"• Develop and maintain application features
• Collaborate with cross-functional teams
• Participate in code reviews
• Ensure performance and reliability","Hands-on experience with Motion Graphics, Micro-interactions, Figma",Bachelor’s degree in a relevant technical discipline; 2–5 years of professional experience in a similar role; experience working in Agile development environments,Motion Graphics; Micro-interactions; Figma; After Effects,Prototyping; JS,Active
JD-627609,Interaction Designer,NextGen Software Labs,"Bengaluru, India",Contract,Senior Level,Engineering,?12–22 LPA,The position contributes to scalable and production-ready software development.,"• Design and implement complex features
• Review code and guide junior developers
• Ensure scalability and performance
• Collaborate with product and architecture teams","Hands-on experience with Motion Graphics, Micro-interactions, Figma",Bachelor’s or Master’s degree in a relevant field; 5+ years of industry experience; experience owning modules and mentoring junior team members,Motion Graphics; Micro-interactions; Figma; After Effects,Prototyping; JS,Active
JD-994675,Interaction Designer,Flipkart,"Gurgaon, India",Full-time,Lead / Architect,Engineering,?22–40 LPA,This role supports long-term platform evolution and stability.,"• Define system architecture and design decisions
• Lead technical discussions and reviews
• Mentor engineering teams
• Ensure long-term scalability and maintainability","Hands-on experience with Motion Graphics, Micro-interactions, Figma",Bachelor’s or Master’s degree in a relevant field; 8+ years of professional experience; demonstrated leadership and architectural decision-making experience,Motion Graphics; Micro-interactions; Figma; After Effects,Prototyping; JS,Active
JD-466942,Interaction Designer,CloudNova Technologies,"Hyderabad, India",Full-time,Entry Level,Engineering,?3–6 LPA,This role focuses on developing and maintaining scalable Interaction Designer solutions for real-world applications.,"• Assist in development and testing of application components
• Collaborate with senior developers and QA teams
• Follow coding standards and best practices
• Participate in sprint meetings and reviews","Hands-on experience with Figma, Logic Flows, State Management","Bachelor’s degree in Computer Science, Engineering, or a related field; relevant academic projects or internship experience; strong willingness to learn and adapt",Figma; Logic Flows; State Management; Prototyping,User Feedback,Not Active
JD-961833,Interaction Designer,NextGen Software Labs,"Mumbai, India",Contract,Mid Level,Engineering,?6–12 LPA,This position contributes to performance optimization and feature delivery.,"• Develop and maintain application features
• Collaborate with cross-functional teams
• Participate in code reviews
• Ensure performance and reliability","Hands-on experience with Figma, Logic Flows, State Management",Bachelor’s degree in a relevant technical discipline; 2–5 years of professional experience in a similar role; experience working in Agile development environments,Figma; Logic Flows; State Management; Prototyping,User Feedback,Active
JD-961903,Interaction Designer,Zoho Corporation,"Chennai, India",Contract,Senior Level,Engineering,?12–22 LPA,This role supports continuous improvement of applications within the Interaction Designer domain.,"• Design and implement complex features
• Review code and guide junior developers
• Ensure scalability and performance
• Collaborate with product and architecture teams","Hands-on experience with Figma, Logic Flows, State Management",Bachelor’s or Master’s degree in a relevant field; 5+ years of industry experience; experience owning modules and mentoring junior team members,Figma; Logic Flows; State Management; Prototyping,User Feedback,Active
JD-471093,Interaction Designer,Paytm,"Noida, India",Full-time,Lead / Architect,Engineering,?22–40 LPA,This role supports continuous improvement of applications within the Interaction Designer domain.,"• Define system architecture and design decisions
• Lead technical discussions and reviews
• Mentor engineering teams
• Ensure long-term scalability and maintainability","Hands-on experience with Figma, Logic Flows, State Management",Bachelor’s or Master’s degree in a relevant field; 8+ years of professional experience; demonstrated leadership and architectural decision-making experience,Figma; Logic Flows; State Management; Prototyping,User Feedback,Active
JD-314056,Interaction Designer (Fresher),Accenture India,"Chennai, India",Full-time,Entry Level,Engineering,?3–6 LPA,The role involves working across development cycles from design to deployment.,"• Assist in development and testing of application components
• Collaborate with senior developers and QA teams
• Follow coding standards and best practices
• Participate in sprint meetings and reviews","Hands-on experience with Figma, High-fidelity Prototyping, Interaction Models","Bachelor’s degree in Computer Science, Engineering, or a related field; relevant academic projects or internship experience; strong willingness to learn and adapt",Figma; High-fidelity Prototyping; Interaction Models; User Journeys,Visuals,Active
JD-731603,Interaction Designer (Fresher),Accenture India,"Gurgaon, India",Contract,Mid Level,Engineering,?6–12 LPA,This role focuses on developing and maintaining scalable Interaction Designer (Fresher) solutions for real-world applications.,"• Develop and maintain application features
• Collaborate with cross-functional teams
• Participate in code reviews
• Ensure performance and reliability","Hands-on experience with Figma, High-fidelity Prototyping, Interaction Models",Bachelor’s degree in a relevant technical discipline; 2–5 years of professional experience in a similar role; experience working in Agile development environments,Figma; High-fidelity Prototyping; Interaction Models; User Journeys,Visuals,Active
JD-874031,Interaction Designer (Fresher),Accenture India,"Mumbai, India",Full-time,Senior Level,Engineering,?12–22 LPA,The candidate will help translate requirements into effective technical implementations.,"• Design and implement complex features
• Review code and guide junior developers
• Ensure scalability and performance
• Collaborate with product and architecture teams","Hands-on experience with Figma, High-fidelity Prototyping, Interaction Models",Bachelor’s or Master’s degree in a relevant field; 5+ years of industry experience; experience owning modules and mentoring junior team members,Figma; High-fidelity Prototyping; Interaction Models; User Journeys,Visuals,Active
JD-598261,Interaction Designer (Fresher),Wipro,"Noida, India",Contract,Lead / Architect,Engineering,?22–40 LPA,This position contributes to performance optimization and feature delivery.,"• Define system architecture and design decisions
• Lead technical discussions and reviews
• Mentor engineering teams
• Ensure long-term scalability and maintainability","Hands-on experience with Figma, High-fidelity Prototyping, Interaction Models",Bachelor’s or Master’s degree in a relevant field; 8+ years of professional experience; demonstrated leadership and architectural decision-making experience,Figma; High-fidelity Prototyping; Interaction Models; User Journeys,Visuals,Active
